OWNER,VESSEL,Charterer,Size,Grade,Load,Disch.,Date,$,Rate,Comment,Status,Month,YEAR,LR1/LR2,Load Region,Disc Region,Decade
SCORPIO,STI BROADWAY,ATC,"80,000",ULSD,yanbu,ras tanura,22-Jan-2017,WS,122.5,"TOP P+C, OURS, BSS SPORE, WS 127.5 BSS EAFR",FXD,1,2017,#REF!,RSEA,AG,3
STRAITS,BLUEBIRD,CNR,"55,000",NAP,ras laffan,anyer,22-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,SEA,3
UPT,CAPE TEES,ATC,"55,000",NAP,jubail,yosu,22-Jan-2017,WS,100.0,BSS JAPAN,FXD,1,2017,#REF!,AG,NASIA,3
TOTAL,NISSOS HERACLEA,SOCAR,"75,000",NAP,ras laffan,yosu,22-Jan-2017,WS,118.0,BSS JAPAN,FXD,1,2017,#REF!,AG,NASIA,3
NAVIG8,NAVIG8 HONOR,SHELL,"60,000",GO,JUBAIL,JEBEL ALI,23-Jan-2017,$,200000.0,LEVELS,FXD,1,2017,#REF!,AG,AG,3
OTC,OCEAN ODYSSEY,OTC,"90,000",GO,S.KOREA,SINGAPORE-OPTS,23-Jan-2017,OP,OP,,FXD,1,2017,#REF!,NASIA,SEA,3
DYNACOM,SERENGETI,PETROCHINA,"60,000",UMS,dalian,singapore,23-Jan-2017,$,475000.0,BSS SPORE,FXD,1,2017,#REF!,NCHINA,SEA,3
SKS,SKS DARENT,ATC,"80,000",ULSD,jubail,milford haven,23-Jan-2017,$,1700000.0,BSS UKC - NEEDED SUB 250M LOA,FXD,1,2017,#REF!,AG,UKC,3
ST SHIPPING,ALPINE PENELOPE,OTI,"40,000",NAP,fujairah,sohar,23-Jan-2017,$,190000.0,BSS SOHAR,FXD,1,2017,#REF!,AG,AG,3
BW,BW KALLANG o/o BW LARA,CLEARLAKE,"60,000",GO,taiwan,singapore,24-Jan-2017,$,345000.0,BSS SINGAPORE,FXD,1,2017,#REF!,TAWAIN,SEA,3
SHELL,ETERNAL DILIGENCE,ATC,"60,000",UMS,yanbu,jeddah,24-Jan-2017,$,470000.0,"BSS FUJ, $300LVLS CROSS RSEA",FXD,1,2017,#REF!,RSEA,RSEA,3
BP,GULF COBALT,BP,"60,000",JET+ULSD,ulsan + senboku,botany bay + brisbane,24-Jan-2017,OP,OP,,FXD,1,2017,#REF!,NASIA,OZ,3
PRIME,LAKE TROUT,MERCURIA,"60,000",UMS/ALKY,sikka,houston,24-Jan-2017,$,1600000.0,BSS USAC,FXD,1,2017,#REF!,WCI,USG,3
MAERSK,MAERSK PENGUIN,SHELL,"80,000",JET?,mina al ahmadi + jubail,jebel ali,24-Jan-2017,$,240000.0,BSS JEBEL ALI,FXD,1,2017,#REF!,AG,AG,3
DYNACOM,SERENGETI,VITOL?,"60,000",CPP,fujairah,karachi ,24-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,WCI,3
SCORPIO,STI GRACE,ATC,"80,000",ULSD,jubail,ras tanura,24-Jan-2017,WS,130.0,"BSS SPORE, WS 135 BSS EAFR",FXD,1,2017,#REF!,AG,AG,3
ST SHIPPING,ALPINE CONFIDENCE,ST SHIPPING,"80,000",COND,ras laffan+sohar,singapore,25-Jan-2017,OP,OP,,FXD,1,2017,#REF!,AG,SEA,3
FRONTLINE,FRONT CLASSIC,VITOL,"150,000",GO,ulsan + singapore,lome,25-Jan-2017,TCT,TCT,NEWBUILDING,FXD,1,2017,#REF!,NASIA,WAFR,3
FORMOSA,FS ENDEAVOR,WINSON,"90,000",GO,SKOREA,SINGAPORE-OPTIONS,25-Jan-2017,RNR,RNR,NEEDS CHECKING,FXD,1,2017,#REF!,NASIA,SEA,3
ENOC,GULF HORIZON,ENOC,"60,000",CPP,jebel ali,asaluyeh,25-Jan-2017,OP,OP,,FXD,1,2017,#REF!,AG,AG,3
MAERSK,MAERSK PRINCESS,ATC,"80,000",ULSD,yanbu,tanjung pelepas,25-Jan-2017,WS,97.5,BSS SPORE,FXD,1,2017,#REF!,RSEA,SEA,3
STRAITS,MARINOR,PETROCHINA,"65,000",JET,sikka,hong kong,25-Jan-2017,$,1325000.0,"BSS UKC, 60 @ WS 150 BSS SPORE (2017)",FXD,1,2017,#REF!,WCI,SEA,3
ST SHIPPING,RAYSUT,VITOL,"80,000",GO,AG,SPORE-AQABA,25-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,TBN,3
PRIME,RIVER SHINER,TRAFIGURA,"60,000",UMS,QUANZHOU,SINGAPORE-OPTS,25-Jan-2017,$,370000.0,BSS SPORE,FXD,1,2017,#REF!,SCHINA,SEA,3
AMPTC,SEA STAR,SHELL,"90,000",GTL,RAS LAFFAN,UKC-OPTS,25-Jan-2017,$,1725000.0,BSS UKC - ETA PM 27TH,FXD,1,2017,#REF!,AG,UKC,3
KOCH,FRONT PUMA,KOCH,"75,000",NAP,mina al ahmadi,yosu+onsan+ulsan,25-Jan-2017,OP,OP,,FXD,1,2017,#REF!,AG,NASIA,3
ST SHIPPING,MAERSK PETREL,TRAFIGURA,"75,000",NAP,ruwais,daesan,25-Jan-2017,WS,87.5,BSS JAPAN - MAERSK PETREL,FXD,1,2017,#REF!,AG,NASIA,3
HEIDMAR,PLOUTOS,TRAFIGURA,"55,000",NAP,sikka,mailiao,25-Jan-2017,WS,90.0,BSS JAPAN,FXD,1,2017,#REF!,WCI,TAIWAN,3
ST SHIPPING,TAO LIN WAN,FORMOSA,"75,000",NAP,ruwais,mailiao,25-Jan-2017,WS,112.5,BSS JAPAN,FXD,1,2017,#REF!,AG,TAIWAN,3
JACOB,TILL JACOB,ATC,"55,000",NAP,ras tanura,onsan,25-Jan-2017,WS,90.0,BSS JAPAN (2016),FXD,1,2017,#REF!,AG,NASIA,3
BW,BW CLYDE,TRAFIGURA,"60,000",UMS,vadinar,fujairah,26-Jan-2017,$,250000.0,"BSS AG, WS 100 BSS SPORE",FXD,1,2017,#REF!,WCI,AG,3
CHINA SHIPPING,HUA LIN WAN,WINSON,"90,000",GO,ulsan ,singapore,26-Jan-2017,$,"400,000.0",29-30/JAN,FXD,1,2017,#REF!,NASIA,SEA,3
GESCO,JAG APARNA,RELIANCE,"60,000",UMS,sikka,singapore,26-Jan-2017,WS,100.0,"BSS SPORE, $250 UAE, WS 102.5 EAFR",FXD,1,2017,#REF!,WCI,SEA,3
MINERVA,MINERVA PISCES,VITOL,"90,000",JET,ulsan,rotterdam,26-Jan-2017,$,1525000.0,BSS UKC,FXD,1,2017,#REF!,NASIA,UKC,3
BW,BW KRONBORG,CNR,"55,000",NAP,yanbu,yosu+ulsan,26-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,RSEA,NASIA,3
JACOB,GEORG JACOB,PETROCHINA,"55,000",NAP,kochi,ulsan + daesan,26-Jan-2017,WS,90.0,BSS JAPAN,FXD,1,2017,#REF!,WCI,NASIA,3
GEM,GULF CRYSTAL,CNR,"55,000",NAP,sikka,singapore,26-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,WCI,SEA,3
NAVIG8,KLEON,ITOCHU,"75,000",NAP,sitra,mailiao,26-Jan-2017,WS,PLATTS,,FXD,1,2017,#REF!,AG,TAIWAN,3
PRIME,BOWFIN,SHELL,"60,000",GO+JET,kuwait,dijbouti,27-Jan-2017,$,385000.0,"BSS DJIBOUTI, $485 SAUDI RSEA, $585 SUEZ-AQABA",FXD,1,2017,#REF!,AG,RSEA,3
RELIANCE,FREE SPIRIT ,RELIANCE,"90,000",ULSD,sikka,turkey,27-Jan-2017,OP,OP,,FXD,1,2017,#REF!,WCI,MED,3
FRONTLINE,FRONT VEGA,ST SHIPPING,"60,000",GO,ulsan,pulau bukom,27-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,NASIA,SEA,3
MAERSK,MAERSK PRODUCER,AMPOL,"75,000",ULSD?,onsan+ulsan,botany bay,27-Jan-2017,WS,100.0,BSS OZZY,FXD,1,2017,#REF!,NASIA,OZ,3
ST SHIPPING,SCF PLYMOUTH,BP,"60,000",COND,AG,SPORE,27-Jan-2017,RNR,RNR,JV WITH ST/BP,FXD,1,2017,#REF!,AG,SEA,3
MAERSK ,LR2 POSEIDON,SOCAR,"75,000",NAP,ruwais,mailiao,27-Jan-2017,WS,PLATTS,"FLD AT WS 104, RE-FIXED BSS PLATTS",FXD,1,2017,#REF!,AG,TAIWAN,3
BW,BW RHINE,CNR,"60,000",CPP,ras laffan,jebel ali,28-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,AG,3
PRIME,FLAGSHIP IVY,BP,"60,000",UMS,kaohsiung,pulau bukom,28-Jan-2017,$,340000.0,BSS SPORE,FXD,1,2017,#REF!,TAWAIN,SEA,3
GEM,GULF CRYSTAL,SHELL,"60,000",UMS,sikka,singapore,28-Jan-2017,WS,102.5,BSS SINGAPORE,FXD,1,2017,#REF!,WCI,SEA,3
CARGILL,KING DARWIN,TRAFIGURA,"60,000",ULSD+UMS,daesan,townsville + brisbane,28-Jan-2017,WS,110.0,BSS OZZY,FXD,1,2017,#REF!,NASIA,OZ,3
MINERVA,MINERVA INDIANA,ATC,"80,000",ULSD,yanbu,barcelona,28-Jan-2017,$,1550000.0,BSS UKC 80 @ WS 95 BSS SPORE,FXD,1,2017,#REF!,RSEA,MED,3
KOCH,NEPTUN D,VITOL,"60,000",GO,FUJAIRAH,PAKISTAN,28-Jan-2017,$,200000.0,BSS PAKISTAN,FXD,1,2017,#REF!,AG,WCI,3
SHELL,SHELL TBN,SHELL,"90,000",COND,DAMPIER,MALACCA-OPTS,28-Jan-2017,OP,OP,,FXD,1,2017,#REF!,OZ,SEA,3
ITOCHU,MORNING SWAN,CARGILL,"55,000",NAP,ras laffan,kashima + muroran,28-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,NASIA,3
TORM,TORM MAREN,MARUBENI,"75,000",NAP,ras laffan,chiba,28-Jan-2017,WS,PLATTS?,,FXD,1,2017,#REF!,AG,NASIA,3
SHELL,CLIO ,SHELL,"90,000",JET,jubail + ruwais,shell haven,29-Jan-2017,OP,OP,NEEDS TRACKING,FXD,1,2017,#REF!,AG,UKC,3
OTC,DONG TING HU,WINSON,"60,000",GO,SIKKA,SINGAPORE-OPTS,29-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,WCI,SEA,3
ST SHIPPING,LYRIC CAMELLIA,CNR,"75,000",CPP,ruwais,singapore,29-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,SEA,3
SHELL,PACIFIC ANNA,SHELL,"40,000",ULSD,SKOREA,HONG KONG,29-Jan-2017,OP,OP,,FXD,1,2017,#REF!,NASIA,SEA,3
DYNACOM,MELTEMI,VITOL,"55,000",CPP,ras laffan,fujairah,29-Jan-2017,$,200000.0,BSS FUJ,FXD,1,2017,#REF!,AG,AG,3
GEM,GULF PEARL,SHELL,"55,000",NAP,mina al ahmadi,chiba + yokkaichi,29-Jan-2017,WS,90.0,BSS JAPAN (2016),FXD,1,2017,#REF!,AG,NASIA,3
HEIDMAR,PALAWAN STAR,MARUBENI,"55,000",NAP,jebel ali,oita,29-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,NASIA,3
STRAITS,FPMC P FORTUNE O/O,KPC,"65,000",JET,mina abdulla,karachi,30-Jan-2017,COA,COA,,FXD,1,2017,#REF!,AG,WCI,3
OTC,HONG ZE HU,WINSON,"70,000",GO,vadinar,tanjung pelepas,30-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,WCI,SEA,3
DYNACOM,LEADER,CNR,"60,000",GO+UMS,fujairah,karachi,30-Jan-2017,RNR,RNR,,FXD,1,2017,#REF!,AG,WCI,3
STRAITS,MARIKA O/O,KPC,"60,000",GO,mina al ahmadi,portbury,30-Jan-2017,COA,COA,,FXD,1,2017,#REF!,AG,UKC,3
NAVIG8,NAVIG8 EXCEED,NOBLE,"65,000",JET,BAHRAIN,UKC-OPTS,30-Jan-2017,$,1200000.0,BSS UKC,FXD,1,2017,#REF!,AG,UKC,3
NAVIG8,NAVIG8 GAUNTLET,TRAFIGURA,"60,000",UMS,SINGAPORE,MERAK,30-Jan-2017,RNR,RNR,"30 JAN-1 FEB, COVERED ON NAVIG8 LR2? ",FXD,1,2017,#REF!,SEA,MED,3
NAVIG8,NAVIG8 GLADIATOR,WINSON,"90,000",GO?,TAIWAN,TAIWAN-OPTIONS,30-Jan-2017,RNR,RNR,NEWBUILD,FXD,1,2017,#REF!,TAWAIN,TAIWAN,3
PRIME,WALLEYE,P66,"60,000",UMS,SIKKA,AG-SPORE-OPTS,30-Jan-2017,$,240000.0,BSS AG WS100 SPORE/BSS2016) - PVT OURS,FXD,1,2017,#REF!,WCI,TBN,3
NAVIG8,NAVIG8 EXCEL,SHELL,"55,000",NAP,ruwais,chiba,30-Jan-2017,WS,115.0,BSS JAPAN (2017) IN ADDITION TO SCF PRUDENCIA,FXD,1,2017,#REF!,AG,NASIA,3
ARGYLL,PETALI LADY,PDC,"55,000",NAP,rabigh,singapore,30-Jan-2017,WS,98.3,BSS JAPAN - NEEDED NON UMS,FXD,1,2017,#REF!,RSEA,SEA,3
ST SHIPPING,SCF PRUDENCIA,SHELL,"55,000",NAP,jubail,singapore,30-Jan-2017,WS,PLATTS,,FXD,1,2017,#REF!,AG,SEA,3
FRONTLINE,FRONT ANTARES,TRAFIGURA,"90,000",ULSD?,sikka,singapore,1-Feb-2017,$,1825000.0,"BSS UKC, NEWBUILD",FXD,2,2017,#REF!,WCI,SEA,1
GESCO,JAG LOKESH,CNR,"75,000",CPP,ras laffan,chiba,1-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,NASIA,1
SCI,SWARNA JAYANTI,VITOL,"90,000",JET,SKOREA,UKC-OPTIONS,1-Feb-2017,$,"1,525,000.0","BSS UKC, $385 INTO SPORE",FXD,2,2017,#REF!,NASIA,UKC,1
BW,BW COLUMBIA,PDC,"55,000",NAP,mumbai + vadinar,onsan + tokuyama + oita,1-Feb-2017,WS,90.5,BSS JAPAN (2016),FXD,2,2017,#REF!,WCI,NASIA,1
ADNATCO,DIYYINAH-I,HPL,"55,000",NAP,ruwais,vizag + haldia,1-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,ECI,1
OTC,DONG TING HU,CNR,"55,000",NAP,mina al ahmadi,ulsan+daesan,1-Feb-2017,RNR,RNR,3-4/4,FXD,2,2017,#REF!,AG,ECI,1
BP,AMFITRITI,BP,"75,000",COND,DAMPIER,TUBAN,2-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,OZ,SEA,1
CHINA SHIPPING,BAI LU ZUO ,TRAFIGURA,"60,000",UMS,vadinar,pasir gudang+tanjung sekong,2-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,SEA,1
BP,BRITISH RESTRAINT,BP,"90,000",GO,ulsan,tanjung pelepas,2-Feb-2017,OP,OP,NEWBUILD,FXD,2,2017,#REF!,NASIA,SEA,1
BW,BW YANGTZE,TITAN,"60,000",CPP,singapore,tanjung langsat,2-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,SEA,SEA,1
FRONTLINE,FRONT LEOPARD,CLEARLAKE,"90,000",GO,ruwais,tanjung pelepas,2-Feb-2017,$,"1,600,000",BSS UKC,FXD,2,2017,#REF!,AG,SEA,1
TOTAL,SOUTHERN SPIRIT,CLEARLAKE,"90,000",GO,KOREA,SPORE,2-Feb-2017,$,"400,000.0",BSS SPORE,FXD,2,2017,#REF!,NASIA,SEA,1
SHELL,TECTUS,P66,"60,000",CPP,MIZ+SENDAI,SPORE-OPTIONS,2-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,NASIA,SEA,1
STRAITS,VENUS R,ATC,"60,000",UMS,JEBEL ALI,FUJ,2-Feb-2017,$,"245,000.0",BSS FUJAIRAH,FXD,2,2017,#REF!,AG,AG,1
NYK,CHAMPION PROSPERITY ,VITOL,"75,000",NAP,fujairah,pasir gudang,2-Feb-2017,WS,85.0,BSS JAPAN,FXD,2,2017,#REF!,AG,SEA,1
NAVIG8,NAVE CASSIOPEIA,ASAHI,"55,000",NAP,rabigh,chiba,2-Feb-2017,WS,128.0,BSS JAPAN (2017),FXD,2,2017,#REF!,RSEA,NASIA,1
OTC,OCEAN CROWN,CHEVRON,"55,000",NAP,mina abdulla,anyer,2-Feb-2017,WS,PLATTS,,FXD,2,2017,#REF!,AG,SEA,1
HEIDMAR,PHOENIX LIGHT,MARUBENI,"75,000",NAP,ras laffan,chiba,2-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,NASIA,1
VITOL,TIAN E ZUO,ATC,"55,000",NAP,ras tanura,anyer,2-Feb-2017,WS,90.0,BSS JAPAN (2016),FXD,2,2017,#REF!,AG,SEA,1
TOTAL,NISSOS CHRISTIANA,CNR,"75,000",NAP,rabigh,mailiao,2-Feb-2017,RNR,RNR,PART CARGO? ,FXD,2,2017,#REF!,RSEA,TAIWAN,1
COSCO,BAI LU ZUO,CNR,"55,000",NAP,vadinar,pasir gudang,2-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,SEA,1
PRIME,GOLDEN SHINER,CNR,"55,000",NAP,ruwais,oita+yosu,2-Feb-2017,WS,112.5,BSS JAPAN,FXD,2,2017,#REF!,AG,NASIA,1
SHELL,ETERNAL DILIGENCE,ATC,"60,000",UMS,yanbu,jeddah,3-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,RSEA,RSEA,1
PRIME,FLAGSHIP LOTUS,CNR,"60,000",CPP,jubail,mombasa,3-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,EAFR,1
ADNATCO,LIWA-V,ADNATCO,"80,000",COND,ras laffan,ruwais,3-Feb-2017,OP,OP,,FXD,2,2017,#REF!,AG,AG,1
NAVIG8,NAVIG8 EXPRESS,VITOL,"55,000",NAP,sikka,kawasaki,3-Feb-2017,WS,115.0,BSS JAPAN (2017),FXD,2,2017,#REF!,WCI,NASIA,1
SKS,SKS DODA,SOCAR,"75,000",NAP,ras laffan,daesan,3-Feb-2017,WS,80.0,"3-4/FEB, BSS JAPAN - VESSEL IS EX D/D",FXD,2,2017,#REF!,AG,NASIA,1
NYK,CHAMPION PLEASURE,CNR,"80,000",CPP,daesan,dampier,4-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,NASIA,OZ,1
PRIME,EMERALD SHINER,VALERO,"65,000",JET,yosu,los angeles,4-Feb-2017,$,1175000.0,"TOP P+C - BSS USWC, $1,375 USAC",FXD,2,2017,#REF!,NASIA,USWC,1
PRIME,GOLDEN SHINER,CNR,"55,000",CPP,ruwais,oita + yosu,4-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,NASIA,1
NAVIG8,NAVIG8 PRESTIGE,PETROCHINA,"55,000",GO,sikka,sohar,4-Feb-2017,WS,127.5,BSS SPORE,FXD,2,2017,#REF!,WCI,AG,1
SHELL,NORSTAR INTREPID,CNR,"60,000",CPP,NORTH ASIA,SINGAPORE-OPTIONS,4-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,NASIA,SEA,1
OTC,OCEAN TIARA,OTC,"75,000",CPP,SINGAPORE ,BALONGAN,4-Feb-2017,O/P,O/P,REV DETS,FXD,2,2017,#REF!,SEA,SEA,1
PRIME,PIKE,CNR,"60,000",CPP,SIKKA,NEW YORK,4-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,USAC,1
CHINA SHIPPING,SHAN YING ZUO,WINSON,"60,000",GO,vadinar,singapore,4-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,SEA,1
NAVIG8,NAVIG8 HONOR,ATC,"55,000",NAP,jubail,mailiao,4-Feb-2017,WS,87.0,"4-6/FEB,         BSS JAPAN (2016) ",FXD,2,2017,#REF!,AG,TAIWAN,1
MENA,BW THAMES,BP,"60,000",ULSD/JET,singapore,sohar,5-Feb-2017,$,"215,000.0",5-10/FEB,FXD,2,2017,#REF!,SEA,AG,1
UPT,CAPE TAMPA,AMPOL,"60,000",CPP,ulsan,brisbane + botany bay ,5-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,NASIA,OZ,1
ATC,ELKA ATHINA,ATC,"80,000",ULSD,yanbu,aqaba,5-Feb-2017,OP,OP,,FXD,2,2017,#REF!,RSEA,RSEA,1
NAVIG8,NAVIG8 EXCELLENCE,AMPOL,"60,000",CPP,SPORE,OZZY,5-Feb-2017,WS,120.0,7-11/FEB - OLD,FXD,2,2017,#REF!,SEA,OZ,1
RELIANCE,ORANGE STAR,SAHARA,"80,000",GO,SIKKA,EAFR,5-Feb-2017,WS,85,BSS EAFR,FXD,2,2017,#REF!,WCI,EAFR,1
SHELL,SUNRAY,CNR,"60,000",CPP,CHIBA,SINGAPORE-OPTIONS,5-Feb-2017,RNR,RNR,(CHIBA 3/2),FXD,2,2017,#REF!,NASIA,TBN,1
NYK,CHAMPION PROSPERITY,CNR,"75,000",NAP,ag,pasir gudang+mailiao,5-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,SEA+TAIWAN,1
DYNACOM,MARGARITA,HPL,"55,000",NAP,kuwait,vizag+haldia,5-Feb-2017,WS,125.0,BSS ECI ,FXD,2,2017,#REF!,AG,ECI,1
HEIDMAR,ESTIA ,CNR,"60,000",CPP,new mangalore,singapore,6-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,SEA,1
SHELL,PACIFIC RAWAN,SHELL,"90,000",CPP,ruwais,shell haven,6-Feb-2017,OP,OP,,FXD,2,2017,#REF!,AG,UKC,1
ZODIAC,FULHAM ROAD,ATC,"55,000",NAP,jubail,map ta phut,6-Feb-2017,WS,87.0,BSS 2016,FXD,2,2017,#REF!,AG,SEA,1
BW,BW DANUBE ,CNR,"50,000",CPP,yosu,botany bay,7-Feb-2017,RNR,RNR,REV DETS,FXD,2,2017,#REF!,NASIA,OZ,1
STRAITS,HAFNIA AFRICA,CNR,"60,000",ALKYLATE,sikka,freeport,7-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,USG,1
GESCO,JAG AMISHA,IOC,"60,000",ULSD,sikka,mumbai,7-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,WCI,1
NAVIG8,NEW YORK STAR,KPC,"60,000",GO/JET,mina abdulla,djibouti,7-Feb-2017,$,"390,000.0",PVT HOWE ROB,FXD,2,2017,#REF!,AG,RSEA,1
HEIDMAR,PALAWAN STAR,UNIPEC,"60,000",ULSD,QUANZHOU,SINGAPORE-OPTIONS,7-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,SCHINA,TBN,1
SCORPIO,STI LOMBARD,ATC,"80,000",ULSD,yanbu,mombasa,7-Feb-2017,$,"550,000","BSS RSEA, WS 92.5 BSS SPORE-EAFR, $1.55 BSS UKC",FXD,2,2017,#REF!,RSEA,EAFR,1
PRODUCT SHIPPING,LORELEI,TRAFIGURA,"55,000",NAP,mumbai+kochi,yosu+ulsan,7-Feb-2017,WS,107.5,7-9/2 - RPLC RATNA NAMRATA,FXD,2,2017,#REF!,#N/A,NASIA,1
ST SHIPPING,FRONT PANTHER O/O,ST SHIPPING,"90,000",ULSD,sikka,singapore,8-Feb-2017,OP,OP,,FXD,2,2017,#REF!,WCI,SEA,1
GEM,GULF COAST,NOBLE ,"65,000",JET,mina abdulla,milford haven,8-Feb-2017,$,"1,150,000.0",BSS UKC,FXD,2,2017,#REF!,AG,UKC,1
CHINA SHIPPING,KONG QUE ZUO,CNR,"60,000",CPP,quanzhou,mailiao,8-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,SCHINA,TAIWAN,1
ST SHIPPING,NAVE ANDROMEDA ,MERCURIA,"35,000",CPP,sikka,suez bay sts,8-Feb-2017,$,"540,000.0",BSS SUEZ,FXD,2,2017,#REF!,WCI,MED,1
STRAITS,UACC IBN SINA,ATC,"60,000",CPP,FUJAIRAH,RAS TANURA,8-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,AG,1
NAKATA,MORNING GLORY 8,JAPANESE CHRTR,"75,000",NAP,ruwais,tokuyama,8-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,NASIA,1
CHINA SHIPPING,HAI TUN ZUO,WINSON,"60,000",UMS,nakhodka+yosu,taichung,9-Feb-2017,RNR,RNR,5-10/FEB,FXD,2,2017,#REF!,NASIA,TAIWAN,1
ST SHIPPING,SCF PIONNER,GULF PETROCHEM,"65,000",GO,VADINAR,AG,9-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,AG,1
TORM,TORM VENTURE,TOTAL,"35,000",UMS,JEBEL ALI,KARACHI,9-Feb-2017,$,"200,000.0",BSS KARACHI,FXD,2,2017,#REF!,AG,WCI,1
NYK,CHAMPION PRINCESS,DAELIM,"75,000",NAP,ruwais,yosu + daeasan,9-Feb-2017,WS,80,,FXD,2,2017,#REF!,AG,NASIA,1
PDC,GLORY CRESCENT,BP,"75,000",NAP,ras laffan,tokuyama,9-Feb-2017,WS,90.0,BSS JAPAN,FXD,2,2017,#REF!,AG,NASIA,1
ADNATCO,YAMILAH-III,O/P,"55,000",CPP,RAS LAFFAN,OPTS,9-Feb-2017,O/P,O/P,REV DETS,FXD,2,2017,#REF!,AG,TBN,1
KOCH,ABBEY ROAD,VITOL,"60,000",JET,vadinar,le havre,10-Feb-2017,$,"1,000,000.0",BSS UKC,FXD,2,2017,#REF!,WCI,UKC,1
AMPTC,ALBURAQ,VITOL,"90,000",JET+GO,yangpu+spore,botany bay,10-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,SCHINA,OZ,1
ADNATCO,BANI YAS ,BP,"40,000",JET,KUWAIT,JEBEL,10-Feb-2017,$,"175,000.0", BSS 1:1 $215 BSS 2:1 - PVT HOWE ROB],FXD,2,2017,#REF!,AG,AG,1
HEIDMAR,DUBAI BEAUTY,CNR,"75,000",CPP,ruwais,tanjung pelepas,10-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,SEA,1
MARAN,MARAN HERMIONE,TRAFIGURA,"150,000",GO,ulsan,luanda,10-Feb-2017,TCT,RNR,NEWBUILDING,FXD,2,2017,#REF!,NASIA,WAFR,1
NAVIG8,NAVIG8 EXCEED ,NOBLE ,"65,000",JET,BAHRAIN,UKC-OPTIONS,10-Feb-2017,RNR,RNR,FXD CROSS AG EX BAHRAIN FOR THEM FIRST,FXD,2,2017,#REF!,AG,UKC,1
SCORPIO,RATNA NAMRATA,ATC,"80,000",ULSD,yanbu,ras tanura,10-Feb-2017,COA,COA,,FXD,2,2017,#REF!,RSEA,AG,1
EPS,SILVERWAY,TRAFIGURA,"140,000",GO,sikka,SINGAPORE-OPTIONS,10-Feb-2017,RNR,RNR,NEWBUILD,FXD,2,2017,#REF!,WCI,TBN,1
SCORPIO,STI JERMYN,ATC,"80,000",ULSD,jubail,venice,10-Feb-2017,$,"200,000","BSS AG, WS 92.5 SPORE/EAFR, $1.35 BSS UKC",FXD,2,2017,#REF!,AG,MED,1
STRAITS,BREEZY VICTORIA ,PDC,"55,000",NAP,sikka,kawasaki,10-Feb-2017,WS,112.5,"10-12 FEB,        BSS JAPAN (2017)",FXD,2,2017,#REF!,WCI,NASIA,1
SCORPIO,STI LAUREN,CNR,"75,000",NAP,mina al ahmadi+mina abdulla,map ta phut,10-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,AG,SEA,1
BW,BW SEINE,RELIANCE,"60,000",UMS,sikka,singapore,11-Feb-2017,WS,116.0,BSS SPORE,FXD,2,2017,#REF!,WCI,SEA,2
PRIME,FLAGSHIP PRIVET,CNR,"60,000",UMS,sikka,sohar,11-Feb-2017,RNR,RNR,,FXD,2,2017,#REF!,WCI,AG,2
